1.000000	29.919200	6.701901	-33.030796	-37.817868	0.000000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.941594	0.000000
1.000000	29.919200	6.701901	-33.030796	-37.817868	0.000000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.941594	0.000000
1.000000	25.610835	12.207033	41.886880	41.408172	0.000000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.941594	0.000000
2.000000	21.781177	10.052851	-18.190873	-15.797337	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.953803	0.000000
2.000000	19.626995	7.419962	-62.710642	7786.770900	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.953803	0.000000
3.000000	25.610835	16.754752	35.424332	38.535929	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.959672	0.000000
3.000000	22.499238	14.121862	-0.239354	8.138022	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.959672	0.000000
4.000000	28.961785	2.872243	-53.136499	-56.008742	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.968688	0.000000
4.000000	28.722432	15.079277	3.829658	11.488973	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.968688	0.000000
5.000000	25.850188	8.856083	6.701901	16.754752	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.982328	0.000000
5.000000	25.850188	0.718061	-54.811974	7787.728314	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.982328	0.000000
6.000000	31.115968	13.403801	-37.339161	-36.860454	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.986427	0.000000
6.000000	25.850188	12.207033	35.903040	43.083647	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.986427	0.000000
7.000000	32.791443	5.744486	-22.977945	-21.781177	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.996834	0.000000
7.000000	35.184979	16.994105	-45.716537	7797.302458	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763230.996834	0.000000
8.000000	23.217299	10.770912	29.201139	33.030796	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.012700	0.000000
8.000000	25.610835	7.898669	7.180608	11.249619	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.012700	0.000000
9.000000	29.679846	13.882509	-56.487449	-53.854559	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.026610	0.000000
9.000000	27.286310	9.334790	4.069011	5.265779	0.288000	0.288000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.026610	0.000000
10.000000	14.600569	3.350950	11.010265	19.626995	0.288000	0.288000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.031773	0.000000
10.000000	31.355321	14.361216	-42.365587	7806.637248	0.288000	0.288000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.031773	0.000000
11.000000	20.584409	9.095437	-28.243724	-25.371481	0.288000	-0.992000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.042434	0.000000
11.000000	9.813497	5.983840	36.381747	31.834028	0.288000	-0.992000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.042434	0.000000
12.000000	18.190873	14.839923	-14.839923	-17.472813	-0.992000	-0.992000	0.992000	0.000000	0.000000	0.000000	0.000000	0.000000	1727763231.046776	0.000000
